id,name,description,dichotomous,group,PMID example,PMID in GWAS CATALOG?,complex traits,Relation,EFO_term,API_EFO_ID,EFO_id,comments,supported by OLS,supported by Zooma,GWAS catalog UI search,Lizzy's suggestion,suggestion applied,Maria's suggestion,import_new_terms
4758,PretermBirthMaternal,"Pre-term delivery, maternal GWAS",1,REPRODUCTIVE TRAITS,,,simple,Exact match,"premature birth, parental genotype effect measurement ","EFO_0003917,EFO_0005939","EFO_0003917,EFO_0005939",,No,no,No,,yes,add parental genotype effect measurement (EFO_0005939),N
3594,TBLH-BMD,Total body (less head) bone mineral density ,0,MUSCULOSKELETAL,,,simple,Match to parent,bone density,EFO_0003923,EFO_0003923,,No,no,No,,,ok,N
3600,ForearmBMD,Forearm bone mineral density,0,MUSCULOSKELETAL,,,simple,Match to parent,bone density,EFO_0003923,EFO_0003923,,Yes,no,,,,ok,N
3593,TB-BMD,Total body bone mineral density,0,MUSCULOSKELETAL,,,simple,Match to parent,bone density,EFO_0003923,EFO_0003923,,Yes,Yes,Yes,,,ok,N
4520,ForearmFracture,Forearm fracture,1,MUSCULOSKELETAL,37919453,yes,simple,Match to parent,bone fracture,EFO_0003931,EFO_0003931,,No,Yes,yes,,,ok,N
3285,Fracture,Bone fracture,1,MUSCULOSKELETAL,,,simple,Exact match,bone fracture,EFO_0003931,EFO_0003931,,Yes,Yes,yes,,,ok,N
4102,GERD,Gastroesophageal reflux disease (GERD),1,DIGESTIVE,,,simple,Exact match,gastroesophageal reflux disease,EFO_0003948,EFO_0003948,,Yes,Yes,Yes,,,ok,N
3930,Pollinosis,Pollinosis,1,IMMUNOLOGICAL,35753705,,simple,Match to parent,seasonal allergic rhinitis,EFO_0003956,EFO_0003956,,Yes,Yes,Yes,,,ok,N
4507,HipFracture,Hip fracture,1,MUSCULOSKELETAL,,,simple,Exact match,hip fracture,EFO_0003964,EFO_0003964,,Yes,Yes,Yes,,,ok,N
4096,CTS,Carpal tunnel syndrome,1,NEUROLOGICAL,,,simple,Exact match,carpal tunnel syndrome,EFO_0004143,EFO_0004143,,Yes,Yes,Yes,,,ok,N
3238,POAG,Primary open-angle glaucoma,1,OCULAR,,,simple,Exact match,open-angle glaucoma,EFO_0004190,EFO_0004190,,Yes,Yes,Yes,,,ok,N
4208,IgAN,IgA nephropathy (IgAN),1,RENAL,37337107,yes,simple,Exact match,IGA glomerulonephritis,EFO_0004194,EFO_0004194,,Yes,Yes,yes,,,ok,N
4443,AbAA,Abdominal aortic aneurysm,1,CARDIOVASCULAR,,,simple,Exact match,Abdominal Aortic Aneurysm,EFO_0004214,EFO_0004214,,Yes,Yes,Yes,,,ok,N
3929,Graves,Graves' disease,1,IMMUNOLOGICAL,,,simple,Exact match,Graves disease,EFO_0004237,EFO_0004237,,Yes,Yes,Yes,,,ok,N
4464,KSD,Kidney stone disease,1,RENAL,37980427,,simple,Exact match,nephrolithiasis,EFO_0004253,EFO_0004253,,No,Yes,Yes,,,ok,N
3616,MN,Membranous nephropathy,1,RENAL,,,simple,Exact match,membranous glomerulonephritis,EFO_0004254,EFO_0004254,,No,no,Yes,,,ok,N
4468,pSSNS,Pediatric steroid-sensitive nephrotic syndrome,1,RENAL,37120605,yes,simple,Match to parent,nephrotic syndrome,EFO_0004255,EFO_0004255,,No,no,yes,,,ok,N
4490,CSSNS,Childhood steroid-sensitive nephrotic syndrome,1,RENAL,29903748,yes,simple,Match to parent,nephrotic syndrome,EFO_0004255,EFO_0004255,,No,Yes,yes,,,ok,N
4281,Neuromyelitis_optica_IgG_minus,Neuromyelitis optica (AQP4-IgG-negative),1,OCULAR,,,simple,Match to parent,neuromyelitis optica,EFO_0004256,EFO_0004256,,Yes,no,,,,ok,N
4282,Neuromyelitis_optica_IgG_plus,Neuromyelitis optica (AQP4-IgG-positive),1,OCULAR,,,simple,Match to parent,neuromyelitis optica,EFO_0004256,EFO_0004256,,Yes,no,,,,ok,N
4280,Neuromyelitis_optica,Neuromyelitis optica,1,OCULAR,,,simple,Exact match,neuromyelitis optica,EFO_0004256,EFO_0004256,,Yes,Yes,Yes,,,ok,N
4241,Neuroticism,Neuroticism,0,PSYCHIATRIC,25993607,yes,simple,Exact match,neurotic disorder,EFO_0004257,EFO_0004257,,Yes,Yes,yes,neurotic disorder - EFO_0004257,yes,Accept Lizzy's suggestion,N
4092,Epilepsy_FocalHS,Focal epilepsy (with hippocampal sclerosis),1,NEUROLOGICAL,30531953,yes,simple,Match to parent,partial epilepsy,EFO_0004263,EFO_0004263,,No,Yes,yes,,,ok,N
4091,Epilepsy_FocalLN,Focal epilepsy (lesion negative),1,NEUROLOGICAL,30531953,yes,simple,Match to parent,partial epilepsy,EFO_0004263,EFO_0004263,,No,Yes,yes,,,ok,N
3821,PAD,Peripheral artery disease,1,CARDIOVASCULAR,,,simple,Exact match,peripheral arterial disease,EFO_0004265,EFO_0004265,,Yes,Yes,Yes,,,ok,N
3825,PAD_neversmk,Peripheral artery disease in never smokers,1,CARDIOVASCULAR,34601942,yes,complex,,peripheral arterial disease,EFO_0004265,EFO_0004265,,Yes,Yes,yes,,,ok,N
3823,PADnonT2D,Peripheral artery disease in subjects without diabetes,1,CARDIOVASCULAR,34601942,yes,complex,,peripheral arterial disease,EFO_0004265,EFO_0004265,,Yes,Yes,yes,,,ok,N
4307,PSC,Primary sclerosing cholangitis,1,HEPATIC,27992413,yes,simple,Exact match,sclerosing cholangitis,EFO_0004268,EFO_0004268,,Yes,Yes,yes,,,ok,N
4603,Gout,Gout,1,IMMUNOLOGICAL,,,simple,Exact match,gout,EFO_0004274,EFO_0004274,,Yes,Yes,Yes,,,ok,N
3166,MAadjHbA1cBMI,Microalbuminuria adj HbA1c-BMI,1,RENAL,,,simple,Match to parent,albuminuria,EFO_0004285,EFO_0004285,,No,no,No,albuminuria - EFO_0004285,yes,Accept Lizzy's suggestion,N
3167,MacrovControl,Macroalbuminuria vs. controls,1,RENAL,,,simple,Match to parent,albuminuria,EFO_0004285,EFO_0004285,,No,no,No,,,ok,N
3168,MacrovControladjHbA1cBMI,Macroalbuminuria vs. controls adj HbA1c-BMI,1,RENAL,,,simple,Match to parent,albuminuria,EFO_0004285,EFO_0004285,,No,no,No,,,ok,N
326,ALBUMIN,Urinary albumin,0,RENAL,,,simple,Exact match,albuminuria,EFO_0004285,EFO_0004285,,Yes,Yes,Yes,,yes,change to 'Exact' match,N
3165,MA,Microalbuminuria,1,RENAL,,,simple,Match to parent,albuminuria,EFO_0004285,EFO_0004285,,Yes,Yes,,,,ok,N
4375,MA_DM,Microalbuminuria in diabetes,1,RENAL,35763030,yes,complex,,"albuminuria, diabetes mellitus","EFO_0004285,EFO_0000400","EFO_0004285,EFO_0000400",,No,no,yes,,,ok,N
4410,Macroalbuminuria_DM,Macroalbuminuria in diabetes,1,RENAL,35763030,yes,complex,,"albuminuria, diabetes mellitus","EFO_0004285,EFO_0000400","EFO_0004285,EFO_0000400",,No,no,yes,,,ok,N
4409,MAadjHbA1cBMI_T1D,Microalbuminuria adj HbA1c-BMI in type 1 diabetes,1,RENAL,31537649,yes,complex,,"albuminuria, type 1 diabetes mellitus","EFO_0004285,MONDO_0005147","EFO_0004285,MONDO_0005147",,No,no,yes,remove adjusted terms,yes,Accept Lizzy's suggestion,N
4412,MacrovControladjHbA1cBMI_T1D,Macroalbuminuria vs. controls adj HbA1c-BMI in type 1 diabetes,1,RENAL,31537649,yes,complex,,"albuminuria, type 1 diabetes mellitus","EFO_0004285,MONDO_0005147","EFO_0004285,MONDO_0005147",,No,no,yes,remove adjusted terms,yes,Accept Lizzy's suggestion,N
4407,MA_T1D,Microalbuminuria in type 1 diabetes,1,RENAL,31537649,yes,complex,,"albuminuria, type 1 diabetes mellitus","EFO_0004285,MONDO_0005147","EFO_0004285,MONDO_0005147",,No,no,yes,,,ok,N
4411,MacrovControl_T1D,Macroalbuminuria vs. controls in type 1 diabetes,1,RENAL,31537649,yes,complex,,"albuminuria, type 1 diabetes mellitus","EFO_0004285,MONDO_0005147","EFO_0004285,MONDO_0005147",,No,no,yes,,,ok,N
4408,MA_T2D,Microalbuminuria in type 2 diabetes,1,RENAL,29703844,yes,complex,,"albuminuria,type 2 diabetes mellitus","EFO_0004285,MONDO_0005148","EFO_0004285,MONDO_0005148",,No,no,yes,,,ok,N
4342,LymphLeukemia,Lymphocytic leukemia,1,CANCER,32887889,yes,simple,Exact match,lymphoid leukemia,EFO_0004289,EFO_0004289,,Yes,Yes,yes,,,ok,N
4271,ExtremeLongevity_90thPerc,Longevity (age >90th survival percentile),1,AGING AND LONGEVITY,31413261,yes,simple,Match to parent,longevity,EFO_0004300,EFO_0004300,,No,Yes,yes,,,ok,N
4272,ExtremeLongevity_99thPerc,Longevity (age >99th survival percentile),1,AGING AND LONGEVITY,31413261,yes,simple,Match to parent,longevity,EFO_0004300,EFO_0004300,,No,Yes,yes,,,ok,N
4517,FemurToHeight,Femur length to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4518,ForearmToHeight,Forearm length to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4485,HiptoHeight,Hip width to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4484,HumerusToHeight,Humerus length to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4486,ShoulderToHeight,Shoulder width to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4483,TibiaToHeight,Tibia length to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4519,TibiofemoralAngle,Tibiofemoral angle,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
4487,TorsoToHeight,Torso length to body height ratio,0,MUSCULOSKELETAL,37471560,yes,simple,Match to parent,anthropometric measurement,EFO_0004302,EFO_0004302,,No,no,yes,,,ok,N
360,RedCount,Red blood cell count,0,HEMATOLOGICAL,,,simple,Exact match,erythrocyte count,EFO_0004305,EFO_0004305,,No,Yes,Yes,,,ok,N
3087,AUCins,Area under the curve (AUC) for insulin,0,GLYCEMIC,,,simple,Match to parent,glucose tolerance test,EFO_0004307,EFO_0004307,,No,no,No,insulin measurement - EFO_0004467,,ok,N
3088,AUCinsAUCgluc,AUCins over AUCgluc,0,GLYCEMIC,,,simple,Match to parent,glucose tolerance test,EFO_0004307,EFO_0004307,,No,no,No,insulin measurement - EFO_0004467,,ok,N
4516,IFC,Insulin fold change during OGTT,0,GLYCEMIC,37291194,yes,simple,Match to parent,glucose tolerance test,EFO_0004307,EFO_0004307,,No,no,yes,glucose tolerance test - EFO_0004307,yes,Change to insulin response measurement (EFO_0008473),N
4515,IFCadjBMI,Insulin fold change during OGTT adj BMI,0,GLYCEMIC,37291194,yes,complex,Match to parent,"glucose tolerance test, body mass index","EFO_0004307,EFO_0004340","EFO_0004307,EFO_0004340",,No,no,yes,glucose tolerance test - EFO_0004307,yes,"Change to insulin response measurement (EFO_0008473), remove BMI",N
3627,WBC,White blood cell count,0,HEMATOLOGICAL,31675503,yes,simple,Exact match,leukocyte count,EFO_0004308,EFO_0004308,,Yes,Yes,yes,,,ok,N
3633,PlatCount,Platelet count,0,HEMATOLOGICAL,,,simple,Exact match,platelet count,EFO_0004309,EFO_0004309,,Yes,Yes,Yes,,,ok,N
3332,FVC,Forced vital capacity (FVC),0,LUNG,,,simple,Exact match,vital capacity,EFO_0004312,EFO_0004312,,Yes,Yes,,,,ok,N
3959,FVCinIPF,Forced vital capacity (FVC) in idiopathic pulmonary fibrosis,0,LUNG,35985358,,complex,,"vital capacity, idiopathic pulmonary fibrosis","EFO_0004312,EFO_0000768","EFO_0004312,EFO_0000768",,Yes,Yes,,,,ok,N
3331,FEV1,Forced expired volume in 1 second (FEV1),0,LUNG,,,complex,Exact match,forced expiratory volume,EFO_0004314,EFO_0004314,,Yes,Yes,,,,ok,N
4488,Extraversion,Extraversion,0,PSYCHIATRIC,,,simple,Exact match,extraversion,EFO_0004317,EFO_0004317,,Yes,Yes,,,,ok,N
4631,Smoke_Ever,Regular smoking at any time,1,LUNG,,,simple,Match to parent,smoking behavior,EFO_0004318,EFO_0004318,,No,Yes,,,,ok,N
4629,Smoke_Cessation,Smoking cessation,1,LUNG,,,simple,Exact match,smoking cessation,EFO_0004319,EFO_0004319,,Yes,Yes,,,,ok,N
3148,HR,Heart rate,0,CARDIOVASCULAR,,,simple,Exact match,heart rate,EFO_0004326,EFO_0004326,,Yes,Yes,Yes,,,ok,N
4032,PulseRate,Pulse rate,0,CARDIOVASCULAR,,,simple,Exact match,heart rate,EFO_0004326,EFO_0004326,,Yes,Yes,Yes,,,ok,N
4264,Intelligence,Intelligence,0,COGNITIVE,,,simple,Exact match,intelligence,EFO_0004337,EFO_0004337,,Yes,Yes,Yes,,,ok,N
3313,WEIGHT,Weight,0,ANTHROPOMETRIC,,,simple,Exact match,body weight,EFO_0004338,EFO_0004338,,Yes,Yes,Yes,,,ok,N
3142,HEIGHT,Height,0,ANTHROPOMETRIC,,,simple,Exact match,body height,EFO_0004339,EFO_0004339,,Yes,Yes,Yes,,,ok,N
310,STILTSvUKHLS,Controls vs thin,1,ANTHROPOMETRIC,30677029,yes,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,No,no,yes,suggest: body fat distribution - EFO_0004341,,ok,N
3091,BMI,Body mass index (BMI),0,ANTHROPOMETRIC,,,simple,Exact match,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,Yes,,,ok,N
3983,BMI1_5yrs,Body mass index (BMI) at 1.5 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3982,BMI1yr,Body mass index (BMI) at 1 year,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3984,BMI2yrs,Body mass index (BMI) at 2 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3979,BMI3mons,Body mass index (BMI) at 3 months,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3985,BMI3yrs,Body mass index (BMI) at 3 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3986,BMI5yrs,Body mass index (BMI) at 5 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3980,BMI6mons,Body mass index (BMI) at 6 months,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3978,BMI6wks,Body mass index (BMI) at 6 weeks,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3987,BMI7yrs,Body mass index (BMI) at 7 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3981,BMI8mons,Body mass index (BMI) at 8 months,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3988,BMI8yrs,Body mass index (BMI) at 8 years,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3977,BMIbirth,Body mass index (BMI) at birth,0,ANTHROPOMETRIC,,,simple,Match to parent,body mass index,EFO_0004340,EFO_0004340,,Yes,Yes,,,,ok,N
3604,FGinterBMI,Fasting glucose-BMI interaction,0,GLYCEMIC,,,complex,,"body mass index,  fasting blood glucose measurement","EFO_0004340,EFO_0004465","EFO_0004340,EFO_0004465",,Yes,Yes,,,,ok,N
3605,FIinterBMI,Fasting insulin-BMI interaction,0,GLYCEMIC,,,complex,,"body mass index, fasting blood insulin measurement","EFO_0004340,EFO_0004466","EFO_0004340,EFO_0004466",,Yes,Yes,,,,ok,N
311,AFR,Arm fat ratio,0,ANTHROPOMETRIC,30664634,yes,simple,Match to parent,body fat distribution,EFO_0004341,EFO_0004341,,No,Yes,yes,,,ok,N
312,LFR,Leg fat ratio,0,ANTHROPOMETRIC,30664634,yes,simple,Match to parent,body fat distribution,EFO_0004341,EFO_0004341,,No,Yes,yes,,,ok,N
313,TFR,Trunk fat ratio,0,ANTHROPOMETRIC,30664634,yes,simple,Match to parent,body fat distribution,EFO_0004341,EFO_0004341,,No,Yes,yes,,,ok,N
3223,WAIST,Waist circumference,0,ANTHROPOMETRIC,,,simple,Exact match,waist circumference,EFO_0004342,EFO_0004342,,Yes,Yes,,,,ok,N
3225,WHR,Waist-hip ratio,0,ANTHROPOMETRIC,,,simple,Exact match,waist-hip ratio,EFO_0004343,EFO_0004343,,Yes,Yes,,,,ok,N
3990,MBW,Maternal genetic effect on offspring birth weight,0,REPRODUCTIVE TRAITS,31043758,yes,simple,Match to parent,"birth weight, parental genotype effect measurement ","EFO_0004344,EFO_0005939","EFO_0004344,EFO_0005939",,No,no,yes,,yes,add parental genotype effect measurement (EFO_0005939),N
4020,MBWadjFGen,Maternal genetic effect on offspring birth weight adj fetal genotype,0,REPRODUCTIVE TRAITS,31043758,yes,simple,Match to parent,"birth weight, parental genotype effect measurement ","EFO_0004344,EFO_0005939","EFO_0004344,EFO_0005939",,No,no,yes,,yes,add parental genotype effect measurement (EFO_0005939),N
3972,FBW,Fetal genetic effect on own birth weight,0,REPRODUCTIVE TRAITS,31043758,yes,simple,Match to parent,"birth weight, fetal genotype effect measurement","EFO_0004344,EFO_0007959","EFO_0004344,EFO_0007959",,No,no,yes,add: fetal genotype effect measurement - EFO_0007959,yes,ok,N
4019,FBWadjMGen,Fetal genetic effect on own birth weight adj maternal genotype,0,REPRODUCTIVE TRAITS,31043758,yes,simple,Match to parent,"birth weight, fetal genotype effect measurement","EFO_0004344,EFO_0007959","EFO_0004344,EFO_0007959",,No,no,yes,add: fetal genotype effect measurement - EFO_0007959,yes,ok,N
4626,T2LVchangeMS,T2 lesion volume change in multiple sclerosis progression,0,IMMUNOLOGICAL,,,complex,,"neuroimaging measurement, multiple sclerosis","EFO_0004346,MONDO_0005301","EFO_0004346,MONDO_0005301",,No,no,No,,,ok,N
3622,Hematocrit,Hematocrit,0,HEMATOLOGICAL,,,simple,Exact match,hematocrit,EFO_0004348,EFO_0004348,,Yes,Yes,,,,ok,N
3998,HmPerc,Hematocrit percentage,0,HEMATOLOGICAL,,,simple,Match to parent,hematocrit,EFO_0004348,EFO_0004348,,No,Yes,,,,ok,N
3277,CRP,Plasma C-reactive protein,0,CARDIOVASCULAR,,,simple,Exact match,C-reactive protein measurement,EFO_0004458,EFO_0004458,,Yes,Yes,,,,ok,N
4262,Ferritin,Ferritin levels,0,METABOLITE,28887542,yes,simple,Exact match,ferritin measurement,EFO_0004459,EFO_0004459,,No,Yes,yes,,,ok,N
4287,PancreasIron,Pancreas iron content,0,GLYCEMIC,34128465,yes,simple,Match to parent,iron biomarker measurement,EFO_0004461,EFO_0004461,,No,Yes,yes,,,ok,N
3183,PRI,PR interval,0,ECG TRAITS,,,simple,Exact match,PR interval,EFO_0004462,EFO_0004462,,Yes,Yes,,,,ok,N
4131,Slope_to_glucose_trough_glipizide_adjusted_baseline_glucose,Log (fasting glucose at V1 - trough glucose) over (time to glucose trough),0,SULFONYLUREA RESPONSE,37233759,yes,simple,Match to parent,fasting blood glucose measurement,EFO_0004465,EFO_0004465,,Yes,Yes,yes,,,ok,N
3130,FG,Fasting glucose,0,GLYCEMIC,,,simple,Exact match,fasting blood glucose measurement,EFO_0004465,EFO_0004465,,Yes,Yes,,,,ok,N
3581,FG_plus_diab,Fasting plasma glucose in subjects with and without diabetes,0,GLYCEMIC,,,complex,Exact match,fasting blood glucose measurement,EFO_0004465,EFO_0004465,,Yes,Yes,,,,ok,N
4112,Fasting_glucose_metformin_adjusted_baseline_glucose,Fasting glucose at V2,0,METFORMIN RESPONSE,37233759,yes,complex,,"fasting blood glucose measurement, response to metformin","EFO_0004465,GO_1901558","EFO_0004465,GO_1901558",,Yes,Yes,yes,,,ok,N
3133,FI,Fasting insulin,0,GLYCEMIC,,,simple,Exact match,fasting blood insulin measurement,EFO_0004466,EFO_0004466,,Yes,Yes,,,,ok,N
4111,AUC_insulin_OGTT_metformin,Area under the curve of insulin at V2 adj fasting insulin at V2,0,METFORMIN RESPONSE,37233759,yes,simple,Match to parent,"insulin measurement , response to metformin","EFO_0004467,GO_1901558","EFO_0004467,GO_1901558",metformin missed in the trait description,Yes,Yes,yes,"insulin measurement - EFO_0004467, response to metformin - GO_1901558",yes,ok,N
3068,2hrG,Two-hour (2hr) glucose,0,GLYCEMIC,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,yes,"keep glucose measurement (the glucose tolerance test term refers to the test itself, not to the quantification)",N
4193,BSadjFastingTime,Random glucose adj fasting time,0,GLYCEMIC,36707517,,complex,,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,remove: fasting blood glucose measurement,yes,Accept Lizzy's suggestion,N
4125,Glucose_120_min_glipizide_adjusted_baseline_glucose,Glucose at 120 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4113,Glucose_120_min_OGTT_metformin_adjusted_baseline_glucose,Glucose at 120 min at V2,0,METFORMIN RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4126,Glucose_180_min_glipizide_adjusted_baseline_glucose,Glucose at 180 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4127,Glucose_240_min_glipizide_adjusted_baseline_glucose,Glucose at 240 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4128,Glucose_30_min_glipizide_adjusted_baseline_glucose,Glucose at 30 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4114,Glucose_30_min_OGTT_metformin_adjusted_baseline_glucose,Glucose at 30 min at V2,0,METFORMIN RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4129,Glucose_60_min_glipizide_adjusted_baseline_glucose,Glucose at 60 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4115,Glucose_60_min_OGTT_metformin_adjusted_baseline_glucose,Glucose at 60 min at V2,0,METFORMIN RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
4130,Glucose_90_min_glipizide_adjusted_baseline_glucose,Glucose at 90 min at V1,0,SULFONYLUREA RESPONSE,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,No,glucose tolerance test - EFO_0004307,,ok,N
3802,2hrGadjBMI,Two-hour glucose adj BMI,0,GLYCEMIC,34059833,yes,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,yes,"remove adjusted terms, and sub glucose measurement for: glucose tolerance test - EFO_0004307",yes,remove BMI but keep glucose measurement term,N
3228,BS,Random glucose,0,GLYCEMIC,,,simple,Match to parent,glucose measurement,EFO_0004468,EFO_0004468,,No,no,Yes,,,ok,N
